UID,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,Target_ChurnFlag,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149,X150,X151,X152,X153,X154,X155,X156,X157,X158,X159,X160,X161,X162,X163,X164,X165,X166,X167,X168,X169,X170,X171,X172,X173,X174,X175,X176,X177,X178,X179,X180,X181,X182,X183,X184,X185,X186,X187,X188,X189,X190,X191,X192,X193,X194,X195,X196,X197,X198,X199,X200,X201,X202,X203,X204,X205,X206,X207,X208,X209,X210,X211,X212,X213,X214,X215
1045352-25600,13 month lease,1350.0,2017-03-08,2018-04-08,,2017-03-08,2017-03-08,,,,False,,1350.0,0,0,1,2018-04-09,13,1-3 years,1,16,6,1,0,0,0,0,1,0,2018,2017-03-08,2018-04-08,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,8.0,9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4,8.0,4.0,4.0,9.0,7.6,-4.0,-0.5,1,9,9,1,9,1,0,0,2.3333333,0.22222222,9,0,0,0,0,0,2,1,2,0,1,1,1,1,0,1,0,0,0.0,-1.0,-1.0,3,3,1,1,1,2,0,1,0,1,36,,,-1.0,36.0,36,36,2,1,0.0,,20,4,25,0,0,1,0,2,1,1312.0,1312.0,3.0,2.0,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,15,1,8,10.733334,3,14,3,43,0.37254903,28,0,51,1,20307,324,ACTIVE,Cedar Park,TX,78613-1497,20307,Austin TX,B,Garden,suburban,Cedar Park,0,73,50,450,573,"Austin-Round Rock, TX",Cedar Park,0.9402,1142.0,-0.0197,2017-Q1,2017-01-01,1440.0,1440.0,0.9375,0.9375,0.6923076923076923,0.6923076923076923,0.0769230769230769,0.6923076923076923,0.0769230769230769,0.0,0.0,0.1794871733738826,0.0170940172213774,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.1538461538461538,0.0769230769230769,0.1538461538461538,0.0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0,2.8666666666666667,0.0248366018136342,1.8666666666666667,0.0,3.4,0.0666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.5,1.0289634,1.0,1.7685185185185186,0.6
1043243-35666,12 month lease,1055.0,2018-07-19,2019-07-17,2019-07-17,2017-06-23,2017-06-23,2019-07-17,2019-03-05,,False,,1055.0,0,0,1,,12,6-12 months,2,17,4,0,0,0,0,0,1,1,2019,2018-07-19,2019-07-17,0,0,1029.0,0.025267249,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2,2,1,2,1,0,0,3.0,2.0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,2110.0,2058.0,0.025267249,1,1,1,0,1,0,0,1,0,1,49,Medical,,507.06705,49.0,49,49,0,1,59000.0,Medical,18,4,21,0,1,1,0,1,1,1100.0,1100.0,2.0,2.0,0,1,13.0,13,13,0,5,0.2,0,0,5,0,16,0,9,11.1875,6,14,2,45,0.65909094,14,0,44,1,18104,294,ACTIVE,Hendersonville,TN,37075-2872,18104,Nashville TN,B,Garden,suburban,Sumner County,0,12,27,500,539,"Nashville-Davidson--Murfreesboro--Franklin, TN",Sumner County,0.9538,1073.0,-0.0227,2018-Q3,2018-07-01,1055.0,1055.0,1.0,1.0,0.1666666666666666,0.1666666666666666,0.0833333333333333,0.1666666666666666,0.0833333333333333,0.0,0.0,0.25,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,2.8125,0.0411931835114955,0.875,0.0,2.75,0.0625,2.5,0.1000000014901161,0.0,0.0,2.5,0.0,1.0,0.9590909,2.0,1.8333333333333333,0.5625
1008346-4183,12 month lease,2475.0,2015-07-12,2016-07-07,2016-02-19,2015-07-12,2015-07-12,2016-02-19,2016-01-11,,False,,2475.0,0,0,1,2016-02-19,12,6-12 months,1,13,8,1,0,0,0,0,1,0,2016,2015-07-12,2016-02-19,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,4,4,1,4,1,0,0,1.5,0.5,4,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0.0,-1.0,-1.0,2,2,2,0,2,0,1,0,0,2,29,Technology,,25.629946,31.5,29,34,0,2,200000.0,Technology,20,5,24,1,1,2,1,0,3,563.0,563.0,1.0,1.0,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,12,0,7,9.583333,4,12,4,14,0.71428573,7,0,14,0,40208,288,ACTIVE,San Mateo,CA,94403-2111,40208,SF Bay Area,B,High Rise,suburban,Central San Mateo County,0,415,0,0,415,"San Francisco-Redwood City-South San Francisco, CA",Central San Mateo County,0.9669,3048.0,0.0421,2015-Q3,2015-07-01,2594.5,2594.5,0.9539410291000192,0.9539410291000192,0.3333333333333333,0.3333333333333333,0.0833333333333333,0.3333333333333333,0.0833333333333333,0.0,0.0,0.125,0.0416666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0833333333333333,0.0,1.1666666666666667,0.0595238109429677,0.5833333333333334,0.0,1.1666666666666667,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,4.3960924,0.5,1.4409722222222223,0.5833333333333334
1023679-23291,14 month lease,1356.0,2017-01-18,2018-03-13,2018-03-12,2017-01-18,2017-01-18,2018-03-12,2018-02-17,,False,,1356.0,0,0,1,,14,1-3 years,1,19,4,1,0,0,0,0,1,1,2018,2017-01-18,2018-03-12,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,10.0,1.0,1.0,10.0,5.5,-1.0,-1.0,1,3,4,1,4,0,0,1,0.25,0.0,4,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2712.0,-1.0,-1.0,2,2,2,0,2,0,0,2,0,2,26,,,-1.0,39.0,26,52,0,2,0.0,,7,3,5,2,1,0,0,0,1,500.0,500.0,1.0,1.0,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,18,0,13,11.0,0,26,3,17,2.4,17,0,20,0,40305,157,ACTIVE,Salinas,CA,93906-3520,40305,Monterey (Salinas),B,Garden,suburban,Salinas,0,157,0,99,256,"Salinas, CA",Salinas,0.9561,1533.0,0.0291,2017-Q1,2017-01-01,1353.0,1353.0,1.0022172949002215,1.0022172949002215,0.2142857142857142,0.2857142857142857,0.0714285714285714,0.2857142857142857,0.0,0.0,0.0714285714285714,0.0178571428571428,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.2142857142857142,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.9444444444444444,0.1333333386315239,0.9444444444444444,0.0,1.1111111111111112,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.712,0.5,1.6305732484076434,0.7222222222222222
2335209-33548,12 month lease,1289.0,2018-05-28,2019-05-26,,2010-05-06,2010-05-06,,,,False,,1289.0,0,0,1,2019-05-27,12,6-12 months,9,9,4,0,0,0,0,0,1,0,2019,2018-05-28,2019-05-26,0,0,1175.0,0.097021274,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,10,10,1,10,0,0,6,0.8,0.0,10,0,0,0,0,0,0,0,5,0,0,0,1,4,0,1,0,0,2578.0,2350.0,0.097021274,1,1,1,0,1,0,0,1,0,1,49,,,-1.0,49.0,49,49,1,1,0.0,,16,4,24,2,0,0,1,1,2,792.0,792.0,1.0,1.0,0,8,11.375,11,12,0,64,0.72289157,63,0,83,4,8,0,0,11.375,11,12,0,64,0.72289157,63,0,83,4,12108,350,ACTIVE,Needham,MA,02494-2833,12108,Boston,A,High Rise,suburban,West Norfolk County,0,0,105,466,571,"Boston-Cambridge-Newton, MA-NH",West Norfolk County,0.9594,2076.0,0.0428,2018-Q2,2018-04-01,2654.0,2654.0,0.4856819894498869,0.4856819894498869,0.8333333333333334,0.8333333333333334,0.0833333333333333,0.8333333333333334,0.0,0.0,0.5,0.0666666676600774,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0833333333333333,0.3333333333333333,0.0,8.0,0.0903614461421966,7.875,0.0,10.375,0.5,7.111111111111111,0.0803212854597303,7.0,0.0,9.22222222222222,0.4444444444444444,1.0,1.6275252,1.0,1.6314285714285717,0.0
2664563-22016,12 month lease,2568.0,2019-04-29,2020-04-26,2020-01-27,2018-03-30,2018-03-30,2020-01-27,2020-01-08,,False,,2568.0,0,0,1,,12,6-12 months,5,11,4,0,0,0,0,0,1,1,2020,2019-04-29,2020-01-27,0,0,2446.0,0.04987735,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,9.0,1.0,1.0,9.0,5.0,-1.0,-1.0,0,3,3,1,3,1,0,2,2.0,1.6666666,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,5136.0,4892.0,0.04987735,4,2,2,1,2,0,0,0,0,2,32,,,-1.0,34.5,29,45,1,4,160800.0,,18,4,21,3,0,0,1,2,4,660.0,660.0,1.0,1.0,3,4,12.25,11,13,0,17,1.4375,6,0,16,1,10,0,6,7.6,1,15,2,28,0.37037036,5,0,27,1,95181,255,ACTIVE,Washington,DC,20009-4502,95181,Metro DC,A,High Rise,urban,Central DC,0,180,0,0,180,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Central DC,0.9611,2510.0,0.0189,2019-Q2,2019-04-01,2801.0,2801.0,0.9168154230631916,0.9168154230631916,0.25,0.25,0.0833333333333333,0.25,0.0833333333333333,0.0,0.1666666666666666,0.1666666666666666,0.1388888855775197,0.25,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.0,2.8,0.0370370358228683,0.5,0.0,2.7,0.1,3.4,0.2875,1.2,0.0,3.2,0.2,1.0,3.8909092,0.5,0.7058823529411765,0.6
4074738-30666,12 Month Lease,1915.0,2019-05-20,2020-05-12,,2016-02-24,2016-02-24,,,,False,,1915.0,0,0,1,2020-05-13,12,6-12 months,4,4,3,0,0,0,0,0,1,0,2020,2019-05-20,2020-05-12,0,0,1824.0,0.04989035,-1.0,-1.0,-1.0,-1.0,9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,9.0,2.0,2.0,9.0,6.6666665,-7.0,-0.7777778,0,3,3,1,3,1,0,0,2.3333333,0.6666667,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,3830.0,3648.0,0.04989035,1,1,1,0,1,0,0,0,0,1,28,,,-1.0,28.0,28,28,0,1,0.0,,15,4,13,3,0,1,1,0,3,664.0,664.0,1.0,1.0,0,3,13.0,12,15,0,1,0.0,0,0,1,0,3,0,0,13.0,12,15,0,1,0.0,0,0,1,0,95248,177,ACTIVE,Redmond,WA,98052-4094,95248,"Seattle,WA",A,High Rise,suburban,Redmond,0,164,0,0,164,"Seattle-Bellevue-Everett, WA",Redmond,0.9673,2064.0,0.0416,2019-Q2,2019-04-01,1965.0,1965.0,0.9745547073791349,0.9745547073791349,0.25,0.25,0.0833333333333333,0.25,0.0833333333333333,0.0,0.0,0.1944444378217061,0.0555555572112401,0.25,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.25,0.0,0.0,0.0,0.25,0.0,1.0,2.884036,1.0,0.9265536723163842,0.0
1005730-70147,14 month lease,2176.0,2020-02-17,2021-04-18,2021-04-18,2020-02-17,2020-02-17,,,,False,,2176.0,0,0,1,2021-04-19,14,1-3 years,1,17,2,1,0,0,0,0,1,0,2021,2020-02-17,2021-04-18,0,0,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,5.0,1.0,1.0,5.0,3.0,-1.0,-1.0,1,5,5,2,5,3,1,1,12.2,9.333333,6,0,0,0,0,0,4,0,1,0,1,0,0,0,0,1,0,1,4352.0,-1.0,-1.0,2,2,2,1,2,0,1,1,0,2,29,,,-1.0,28.5,28,29,0,2,30000.0,,20,7,20,3,1,1,0,4,1,801.0,801.0,1.0,1.0,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,16,1,11,11.0,4,14,5,116,2.3113208,49,0,106,20,40015,468,ACTIVE,Costa Mesa,CA,92626-4957,40015,Orange County,B,Garden,suburban,Costa Mesa,-1,-1,-1,-1,-1,"Anaheim-Santa Ana-Irvine, CA",Costa Mesa,0.9686,2145.0,0.0072,2020-Q1,2020-01-01,2161.0,2168.5,1.006941230911615,1.00345861194374,0.3571428571428571,0.3571428571428571,0.1428571428571428,0.3571428571428571,0.2142857142857142,0.0714285714285714,0.0714285714285714,0.8714285578046527,0.6666666439601353,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0714285714285714,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,7.25,0.1444575488567352,3.0625,0.0,6.625,1.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.7166042,0.5,-0.0021367521367521,0.75
1026858-25537,14 month lease,1601.0,2017-11-22,2019-01-20,2019-01-20,2017-11-22,2017-11-22,,,,False,,1601.0,0,0,1,2019-01-21,14,1-3 years,1,18,4,1,0,0,0,0,1,0,2019,2017-11-22,2019-01-20,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,10.0,1.0,1.0,10.0,5.5,-1.0,-1.0,0,12,14,1,14,3,0,0,1.2142857,0.5,14,0,0,0,0,0,1,3,3,1,6,0,0,0,0,1,0,0,3202.0,-1.0,-1.0,5,5,2,1,2,3,0,1,0,2,31,,,3.4457748,20.4,1,53,0,2,86097.0,,19,4,26,0,1,1,1,0,3,995.0,995.0,2.0,2.0,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,17,1,14,11.588235,6,14,4,38,1.0,26,0,51,0,10308,274,ACTIVE,Silver Spring,MD,20906-6001,10308,Metro DC,B,Garden,suburban,Wheaton/Aspen Hill,0,1,83,322,406,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Wheaton/Aspen Hill,0.9481,1601.0,-0.0031,2017-Q4,2017-10-01,1589.0,1589.0,1.0075519194461926,1.0075519194461926,0.8571428571428571,1.0,0.0714285714285714,1.0,0.2142857142857142,0.0,0.0,0.0867346950939723,0.0357142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.2142857142857142,0.2142857142857142,0.0714285714285714,0.4285714285714285,0.0,0.0,0.0,0.0,2.235294117647059,0.0588235294117647,1.5294117647058822,0.0,3.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.6090453,0.4,1.4817518248175183,0.8823529411764706
1043498-23691,13 month lease,1159.0,2019-07-01,2020-07-27,2019-08-08,2019-07-01,2019-07-01,2019-08-08,2019-07-06,,False,,1159.0,0,0,1,2019-08-08,12,6-12 months,1,16,3,1,0,0,0,0,1,0,2020,2019-07-01,2019-08-08,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,4,7,2,7,4,0,3,5.571429,5.0,7,0,0,0,0,0,2,1,0,0,2,0,0,2,0,0,0,1,1458.1,-1.0,-1.0,1,1,1,0,1,0,0,1,0,1,37,,,-1.0,37.0,37,37,1,1,0.0,,18,3,21,0,2,1,0,0,3,1074.0,1074.0,2.0,2.0,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,15,0,11,12.066667,9,14,4,84,1.1734694,43,0,98,1,18106,176,ACTIVE,Nashville,TN,37211-4781,18106,Nashville TN,B,Garden,suburban,South Nashville,0,0,0,289,289,"Nashville-Davidson--Murfreesboro--Franklin, TN",South Nashville,0.9657,1199.0,0.0225,2019-Q3,2019-07-01,1097.0,1097.0,1.056517775752051,1.056517775752051,0.3333333333333333,0.5833333333333334,0.1666666666666666,0.5833333333333334,0.3333333333333333,0.0,0.25,0.4642857313156128,0.4166666666666667,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0833333333333333,0.0,0.0,0.1666666666666666,0.0,0.0,0.1666666666666666,0.0,5.6,0.0782312949498494,2.8666666666666667,0.0,6.533333333333333,0.0666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0791434,2.0,1.6420454545454546,0.7333333333333333
1043789-4637,14 month lease,1433.0,2015-09-25,2016-10-31,,2015-09-25,2015-09-25,,,,False,,1433.0,0,0,1,2016-11-01,13,1-3 years,1,13,6,1,0,0,0,0,1,0,2016,2015-09-25,2016-10-31,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,6,6,1,6,1,0,4,0.6666667,0.33333334,6,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0.0,-1.0,-1.0,4,4,2,1,2,2,1,1,0,2,35,Education ,,-1.0,37.0,35,39,0,2,50000.0,Education ,19,1,30,0,0,0,0,0,1,1150.0,1150.0,3.0,2.0,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,12,1,9,10.333333,0,14,2,51,2.091954,56,0,87,3,17105,296,ACTIVE,Oviedo,FL,32765-5522,17105,Orlando,B,Garden,suburban,Casselberry/Winter Springs/Oviedo,0,0,74,476,550,"Orlando-Kissimmee-Sanford, FL",Casselberry/Winter Springs/Oviedo,0.9659,1048.0,0.0497,2015-Q3,2015-07-01,1234.0,1234.0,1.1612641815235007,1.1612641815235007,0.4615384615384615,0.4615384615384615,0.0769230769230769,0.4615384615384615,0.0769230769230769,0.0,0.3076923076923077,0.0512820528103755,0.0256410264051877,0.4615384615384615,0.0,0.0,0.0,0.0,0.0,0.1538461538461538,0.1538461538461538,0.0769230769230769,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,4.25,0.1743294994036356,4.666666666666667,0.0,7.25,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.5,1.246087,0.75,1.858108108108108,0.8333333333333334
1089129-14695,12 month lease,950.0,2016-06-27,2017-06-25,,2010-06-28,2010-06-28,,,,False,,950.0,0,0,1,2017-06-26,12,6-12 months,8,13,6,0,0,0,0,0,1,0,2017,2016-06-27,2017-06-25,0,0,894.0,0.06263982,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,1,1,0,0,0,1.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,,-1.0,-1.0,2,2,2,1,2,0,1,1,2,0,57,Professional,Professional,-1.0,60.0,57,63,0,2,240000.0,Professional,21,5,24,0,0,1,1,3,1,702.0,702.0,1.0,1.0,0,7,10.285714,5,12,0,11,0.15384616,4,0,13,0,12,2,1,11.583333,5,17,0,11,0.15384616,4,0,13,0,20308,309,ACTIVE,Cedar Park,TX,78613-3593,20308,Austin TX,B,Garden,suburban,Cedar Park,0,42,43,405,490,"Austin-Round Rock, TX",Cedar Park,0.9531,1194.0,0.0309,2016-Q2,2016-04-01,926.5,926.5,1.025364274150027,1.025364274150027,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0128205132981141,0.3333333333333333,0.0,1.0833333333333333,0.0,1.375,0.0192307699471712,0.5,0.0,1.625,0.0,1.0,1.3532764,0.5,1.5857605177993528,0.25
1019212-45039,13 month lease,1056.0,2017-07-27,2018-08-27,2018-08-27,2017-07-27,2017-07-27,2018-08-27,2018-05-24,,False,,1056.0,0,0,1,,13,1-3 years,1,15,4,1,0,0,0,0,1,1,2018,2017-07-27,2018-08-27,0,0,-1.0,-1.0,-1.0,-1.0,5.0,9.0,-1.0,10.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4,5.0,4.0,4.0,10.0,7.4,-1.0,-0.2,1,26,25,1,25,2,8,0,2.72,0.09090909,33,0,0,0,0,0,6,9,9,1,3,2,1,2,0,1,0,0,2112.0,-1.0,-1.0,4,4,4,0,4,0,0,4,0,4,25,Medical,Student,5.0094433,25.0,21,27,0,4,36200.0,Medical,24,4,33,2,1,2,0,0,1,1163.0,1163.0,2.0,2.5,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,14,0,12,12.214286,11,14,6,92,0.79611653,48,0,103,8,17007,275,ACTIVE,Tampa,FL,33613-5127,17007,Tampa FL,B,Garden,suburban,University,0,0,15,554,569,"Tampa-St. Petersburg-Clearwater, FL",University,0.9504,912.0,0.0096,2017-Q3,2017-07-01,1168.0,1168.0,0.9041095890410958,0.9041095890410958,2.0,1.9230769230769231,0.0769230769230769,1.9230769230769231,0.1538461538461538,0.6153846153846154,0.0,0.2092307714315561,0.0069930072014148,2.5384615384615383,0.0,0.0,0.0,0.0,0.0,0.4615384615384615,0.6923076923076923,0.6923076923076923,0.0769230769230769,0.2307692307692307,0.1538461538461538,0.0769230769230769,0.1538461538461538,0.0,6.571428571428571,0.0568654664925166,3.4285714285714284,0.0,7.357142857142857,0.5714285714285714,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8,0.90799654,0.5,2.069090909090909,0.8571428571428571
1010644-5686,14 month lease,1287.0,2015-07-10,2016-09-04,,2015-07-10,2015-07-10,,,,False,,1287.0,0,0,1,2016-09-05,14,1-3 years,1,12,7,1,0,0,0,0,1,0,2016,2015-07-10,2016-09-04,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,5,5,1,5,1,0,2,0.8,0.2,5,0,0,0,0,0,1,2,1,0,0,0,0,1,0,-1,-1,-1,,-1.0,-1.0,4,4,2,1,2,2,0,2,0,2,26,,,-1.0,37.0,26,48,0,2,0.0,,23,7,26,0,1,2,1,3,2,870.0,870.0,2.0,1.0,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,11,0,5,11.363636,8,13,3,17,0.39130434,9,0,23,0,10314,372,ACTIVE,Manassas,VA,20110-6704,10314,Metro DC,B,Garden,suburban,Manassas/Far Southwest Suburbs,0,0,70,783,853,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Manassas/Far Southwest Suburbs,0.9668,1285.0,0.0124,2015-Q3,2015-07-01,1417.0,1417.0,0.908256880733945,0.908256880733945,0.3571428571428571,0.3571428571428571,0.0714285714285714,0.3571428571428571,0.0714285714285714,0.0,0.1428571428571428,0.057142857994352,0.014285714498588,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.1428571428571428,0.0714285714285714,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,1.5454545454545454,0.035573122176257,0.8181818181818182,0.0,2.090909090909091,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1.4793104,0.5,2.293010752688172,0.4545454545454545
1062146-46583,12 month lease,1559.0,2019-05-13,2020-05-10,2020-05-10,2018-05-19,2018-05-19,2020-05-10,2020-03-10,,False,,1559.0,0,0,1,,12,6-12 months,2,15,3,0,0,0,0,0,1,1,2020,2019-05-13,2020-05-10,0,0,1471.0,0.05982325,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,6.0,1.0,1.0,6.0,3.5,-1.0,-1.0,1,2,1,1,1,1,1,0,2.0,0.5,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3118.0,2942.0,0.05982325,2,2,2,0,2,0,1,0,0,2,28,,Construction,-1.0,27.0,26,28,0,2,70000.0,Construction,26,4,33,3,1,1,0,0,3,1291.0,1291.0,3.0,2.0,0,1,12.0,12,12,0,7,4.8333335,3,0,6,1,14,2,6,12.214286,7,18,2,106,1.1525424,58,0,118,2,18111,360,ACTIVE,Nashville,TN,37211-6945,18111,Nashville TN,A,Garden,suburban,South Nashville,0,90,15,565,670,"Nashville-Davidson--Murfreesboro--Franklin, TN",South Nashville,0.955,1177.0,0.0369,2019-Q2,2019-04-01,1571.0,1571.0,0.9923615531508592,0.9923615531508592,0.1666666666666666,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,0.1666666666666666,0.0416666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.0,7.571428571428571,0.0823244537625994,4.142857142857143,0.0,8.428571428571429,0.1428571428571428,3.5,2.4166667461395264,1.5,0.0,3.0,0.5,1.5,1.207591,1.5,1.8611111111111112,0.5714285714285714
